Mod:Item:MetaData, Localized Name
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
enderutilities:enderpart:0, Ender Alloy (Basic)
enderutilities:enderpart:1, Ender Alloy (Enhanced)
enderutilities:enderpart:2, Ender Alloy (Advanced)
enderutilities:enderpart:10, Inactive Ender Core (Basic)
enderutilities:enderpart:11, Inactive Ender Core (Enhanced)
enderutilities:enderpart:12, Inactive Ender Core (Advanced)
enderutilities:enderpart:15, Ender Core (Basic)
enderutilities:enderpart:16, Ender Core (Enhanced)
enderutilities:enderpart:17, Ender Core (Advanced)
enderutilities:enderpart:20, Ender Infused Stick
enderutilities:enderpart:21, Ender Rope
enderutilities:enderpart:40, Ender Relic
enderutilities:enderpart:45, Jailer module
enderutilities:enderpart:50, Memory Card (misc)
enderutilities:enderpart:51, Memory Card (items) 6 B
enderutilities:enderpart:52, Memory Card (items) 8 B
enderutilities:enderpart:53, Memory Card (items) 10 B
enderutilities:enderpart:54, Memory Card (items) 12 B
enderutilities:endercapacitor:0, Ender Capacitor (Basic)
enderutilities:endercapacitor:0, Ender Capacitor (Basic)
enderutilities:endercapacitor:1, Ender Capacitor (Enhanced)
enderutilities:endercapacitor:1, Ender Capacitor (Enhanced)
enderutilities:endercapacitor:2, Ender Capacitor (Advanced)
enderutilities:endercapacitor:2, Ender Capacitor (Advanced)
enderutilities:endercapacitor:3, Ender Capacitor (Creative)
enderutilities:endercapacitor:3, Ender Capacitor (Creative)
enderutilities:linkcrystal:0, Link Crystal (location)
enderutilities:linkcrystal:1, Link Crystal (block)
enderutilities:builderswand, Wand of the Lazy Builder
enderutilities:enderarrow, Ender Arrow
enderutilities:enderbag, Ender Bag
enderutilities:enderbow, Ender Bow
enderutilities:enderbucket, Ender Bucket
enderutilities:enderlasso, Ender Lasso
enderutilities:enderpearlreusable:0, Ender Pearl (reusable)
enderutilities:enderpearlreusable:1, Elite Ender Pearl (reusable)
enderutilities:enderporter:0, Ender Porter
enderutilities:enderporter:1, Advanced Ender Porter
enderutilities:endersword, Ender Sword
enderutilities:endertool:0, Ender Pickaxe
enderutilities:endertool:0, Ender Axe
enderutilities:endertool:0, Ender Shovel
enderutilities:endertool:0, Ender Hoe
enderutilities:handybag:0, Handy Bag
enderutilities:handybag:1, Handy Bag (Large)
enderutilities:icemelter:0, Cheaty Water Wand
enderutilities:icemelter:1, Super Cheaty Water Wand
enderutilities:inventoryswapper:0, Inventory Swapper MC: §a1§r§f P: §a1§r§f
enderutilities:livingmanipulator, Living Matter Manipulator
enderutilities:mobharness, Mob Harness
enderutilities:pickupmanager, Item Pickup Manager
enderutilities:quickstacker:0, Quick Stacker P: §a1§r§f
enderutilities:portalscaler, Portal Scaler
enderutilities:ruler, Ruler
enderutilities:enderelevator:0, Ender Elevator (White)
enderutilities:enderelevator:1, Ender Elevator (Orange)
enderutilities:enderelevator:2, Ender Elevator (Magenta)
enderutilities:enderelevator:3, Ender Elevator (Light Blue)
enderutilities:enderelevator:4, Ender Elevator (Yellow)
enderutilities:enderelevator:5, Ender Elevator (Lime)
enderutilities:enderelevator:6, Ender Elevator (Pink)
enderutilities:enderelevator:7, Ender Elevator (Gray)
enderutilities:enderelevator:8, Ender Elevator (Light Gray)
enderutilities:enderelevator:9, Ender Elevator (Cyan)
enderutilities:enderelevator:10, Ender Elevator (Purple)
enderutilities:enderelevator:11, Ender Elevator (Blue)
enderutilities:enderelevator:12, Ender Elevator (Brown)
enderutilities:enderelevator:13, Ender Elevator (Green)
enderutilities:enderelevator:14, Ender Elevator (Red)
enderutilities:enderelevator:15, Ender Elevator (Black)
enderutilities:energybridge:0, Energy Bridge Resonator
enderutilities:energybridge:1, Energy Bridge Receiver
enderutilities:energybridge:2, Energy Bridge Transmitter
enderutilities:machine_0:0, Ender Furnace
enderutilities:machine_1:0, Ender Infuser
enderutilities:machine_1:1, Tool Workstation
enderutilities:machine_1:2, Creation Station
enderutilities:machine_1:3, Advanced Quick Stacker
enderutilities:frame:0, Portal Frame
enderutilities:portal_panel:0, Portal Control Panel
enderutilities:storage_0:0, Small Memory Chest
enderutilities:storage_0:1, Memory Chest
enderutilities:storage_0:2, Large Memory Chest
enderutilities:storage_0:3, Handy Chest (Small)
enderutilities:storage_0:4, Handy Chest (Normal)
enderutilities:storage_0:5, Handy Chest (Large)
enderutilities:storage_0:6, Handy Chest (Extended)
enderzoo:enderZooIcon, item.enderZooIcon.name
enderzoo:spawnEgg:0, Spawn Enderminy
enderzoo:spawnEgg:1, Spawn Concussion Creeper
enderzoo:spawnEgg:2, Spawn Fallen Knight
enderzoo:spawnEgg:3, Spawn Fallen Steed
enderzoo:spawnEgg:4, Spawn Wither Witch
enderzoo:spawnEgg:5, Spawn Wither Cat
enderzoo:spawnEgg:6, Spawn Dire Wolf
enderzoo:spawnEgg:7, Spawn Khndrel Keght
enderzoo:spawnEgg:8, Spawn Owl
enderzoo:witheringDust, Withering Dust
enderzoo:confusingDust, Confusing Powder
enderzoo:enderFragment, Ender Fragment
enderzoo:guardiansBow, Guardians Bow
enderzoo:owlEgg, Owl Egg
enderzoo:blockConfusingCharge, Confusing Charge
enderzoo:blockEnderCharge, Ender Charge
enderzoo:blockConcussionCharge, Concussion Charge
extrarails:lockingRail, Locking Rail
extrarails:directionRail, Direction Rail
extrarails:teleportingRail, Teleporting Rail
extrarails:comparatorRail, Comparator Rail
extrarails:woodenRail, Wooden Rail
zerocore:debugtool, Debug Tool
bigreactors:brore:0, Yellorite Ore
bigreactors:brore:1, Anglesite Ore
bigreactors:brore:2, Benitoite Ore
bigreactors:blockmetals:0, Yellorium Block
bigreactors:blockmetals:1, Cyanite Block
bigreactors:blockmetals:2, Graphite Block
bigreactors:blockmetals:3, Blutonium Block
bigreactors:blockmetals:4, Ludicrite Block
bigreactors:blockmetals:5, Steel Block
bigreactors:reactorcasing:0, Reactor Casing (Legacy)
bigreactors:reactorglass:0, Reactor Glass (Legacy)
bigreactors:reactorcontroller:0, Reactor Controller (Legacy)
bigreactors:reactorpowertaprf:0, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorpowertaptesla:0, Reactor Tesla Power Tap (Legacy)
bigreactors:reactoraccessport:0, Reactor Access Port (Legacy)
bigreactors:reactorcoolantport:0, Reactor Coolant Port (Legacy)
bigreactors:reactorcontrolrod:0, Reactor Control Rod (Legacy)
bigreactors:reactorrednetport:0, Reactor RedNet Port (Legacy)
bigreactors:reactorcomputerport:0, Reactor Computer Port (Legacy)
bigreactors:reactorredstoneport:0, Reactor Redstone Port (Legacy)
bigreactors:reactorfuelrod:0, Reactor Fuel Rod (Legacy)
bigreactors:reactorcreativecoolantport:0, Reactor Creative Coolant Port (Legacy)
bigreactors:turbineglass:0, Turbine Glass (Legacy)
bigreactors:turbinehousing:0, Turbine Housing (Legacy)
bigreactors:turbinecontroller:0, Turbine Controller (Legacy)
bigreactors:turbinepowertaprf:0, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla:0, Turbine Tesla Power Tap (Legacy)
bigreactors:turbinecomputerport:0, Turbine Computer Port (Legacy)
bigreactors:turbinefluidport:0, Turbine Fluid Port (Legacy)
bigreactors:turbinebearing:0, Turbine Rotor Bearing (Legacy)
bigreactors:turbinerotorshaft:0, Turbine Rotor Shaft (Legacy)
bigreactors:turbinerotorblade:0, Turbine Rotor Blade (Legacy)
bigreactors:turbinecreativesteamgenerator:0, Turbine Creative Steam Generator (Legacy)
bigreactors:ingotmetals:0, Yellorium Ingot
bigreactors:ingotmetals:1, Cyanite Ingot
bigreactors:ingotmetals:2, Graphite Bar
bigreactors:ingotmetals:3, Blutonium Ingot
bigreactors:ingotmetals:4, Ludicrite Ingot
bigreactors:ingotmetals:5, Steel Ingot
bigreactors:dustmetals:0, Yellorium Dust
bigreactors:dustmetals:1, Cyanite Dust
bigreactors:dustmetals:2, Graphite Dust
bigreactors:dustmetals:3, Blutonium Dust
bigreactors:dustmetals:4, Ludicrite Dust
bigreactors:dustmetals:5, Steel Dust
bigreactors:minerals:0, Anglesite (PbSO4)
bigreactors:minerals:1, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores:0, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores:0, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
inductioncharger:charger, Induction Charger
ironbackpacks:basicBackpack, Basic Backpack
ironbackpacks:ironBackpackStorageEmphasis, Iron Backpack (Storage Emphasis)
ironbackpacks:ironBackpackUpgradeEmphasis, Iron Backpack (Upgrade Emphasis)
ironbackpacks:goldBackpackStorageEmphasis, Gold Backpack (Storage Emphasis)
ironbackpacks:goldBackpackUpgradeEmphasis, Gold Backpack (Upgrade Emphasis)
ironbackpacks:diamondBackpackStorageEmphasis, Diamond Backpack (Storage Emphasis)
ironbackpacks:diamondBackpackUpgradeEmphasis, Diamond Backpack (Upgrade Emphasis)
ironbackpacks:upgrade:0, Additional Upgrade Points Upgrade
ironbackpacks:upgrade:1, Button Upgrade
ironbackpacks:upgrade:2, Damage Bar Upgrade
ironbackpacks:upgrade:3, Depth Upgrade
ironbackpacks:upgrade:4, Eternity Upgrade
ironbackpacks:upgrade:5, Nesting Upgrade
ironbackpacks:upgrade:6, Advanced Nesting Upgrade
ironbackpacks:upgrade:7, Quick Deposit Upgrade
ironbackpacks:upgrade:8, Precise Quick Deposit Upgrade
ironbackpacks:upgrade:9, Compression Upgrade
ironbackpacks:upgrade:10, Small Compression Upgrade
ironbackpacks:upgrade:11, Decompression Upgrade
ironbackpacks:upgrade:12, Basic Filter Upgrade
ironbackpacks:upgrade:13, Fuzzy Filter Upgrade
ironbackpacks:upgrade:14, Ore Dictionary Filter Upgrade
ironbackpacks:upgrade:15, Mod Specific Filter Upgrade
ironbackpacks:upgrade:16, Void Filter Upgrade
ironbackpacks:upgrade:17, Advanced Filter Upgrade
ironbackpacks:upgrade:18, Mining Filter Upgrade
ironbackpacks:upgrade:19, Restocking Upgrade
ironbackpacks:crafting:0, Upgrade Core
ironchest:ironGoldUpgrade, Iron to Gold Chest Upgrade
ironchest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
ironchest:copperSilverUpgrade, Copper to Silver Chest Upgrade
ironchest:silverGoldUpgrade, Silver to Gold Chest Upgrade
ironchest:copperIronUpgrade, Copper to Iron Chest Upgrade
ironchest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
ironchest:woodIronUpgrade, Wood to Iron Chest Upgrade
ironchest:woodCopperUpgrade, Wood to Copper Chest Upgrade
ironchest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
ironchest:BlockIronChest:0, Iron Chest
ironchest:BlockIronChest:1, Gold Chest
ironchest:BlockIronChest:2, Diamond Chest
ironchest:BlockIronChest:3, Copper Chest
ironchest:BlockIronChest:4, Silver Chest
ironchest:BlockIronChest:5, Crystal Chest
ironchest:BlockIronChest:6, Obsidian Chest
ironchest:BlockIronChest:7, DirtChest 9000!
missing_pieces:spindle, Spindle
missing_pieces:acacia_candelabra, Acacia Candelabra
missing_pieces:birch_candelabra, Birch Candelabra
missing_pieces:dark_oak_candelabra, Dark Oak Candelabra
missing_pieces:jungle_candelabra, Jungle Candelabra
missing_pieces:oak_candelabra, Oak Candelabra
missing_pieces:spruce_candelabra, Spruce Candelabra
missing_pieces:gold_candelabra, Gold Candelabra
missing_pieces:iron_candelabra, Iron Candelabra
missing_pieces:acacia_lamp, Acacia Lamp
missing_pieces:birch_lamp, Birch Lamp
missing_pieces:dark_oak_lamp, Dark Oak Lamp
missing_pieces:jungle_lamp, Jungle Lamp
missing_pieces:oak_lamp, Oak Lamp
missing_pieces:spruce_lamp, Spruce Lamp
missing_pieces:gold_lamp, Gold Lamp
missing_pieces:iron_lamp, Iron Lamp
missing_pieces:acacia_chair, Acacia Chair
missing_pieces:birch_chair, Birch Chair
missing_pieces:dark_oak_chair, Dark Oak Chair
missing_pieces:jungle_chair, Jungle Chair
missing_pieces:oak_chair, Oak Chair
missing_pieces:spruce_chair, Spruce Chair
missing_pieces:acacia_pillar, Acacia Pillar
missing_pieces:birch_pillar, Birch Pillar
missing_pieces:dark_oak_pillar, Dark Oak Pillar
missing_pieces:jungle_pillar, Jungle Pillar
missing_pieces:oak_pillar, Oak Pillar
missing_pieces:spruce_pillar, Spruce Pillar
missing_pieces:acacia_log, Acacia Log
missing_pieces:birch_log, Birch Log
missing_pieces:dark_oak_log, Dark Oak Log
missing_pieces:jungle_log, Jungle Log
missing_pieces:oak_log, Oak Log
missing_pieces:spruce_log, Spruce Log
missing_pieces:p_granite_pillar, Polished Granite Pillar
missing_pieces:p_andesite_pillar, Polished Andesite Pillar
missing_pieces:p_diorite_pillar, Polished Diorite Pillar
missing_pieces:granite_pillar, Granite Pillar
missing_pieces:andesite_pillar, Andesite Pillar
missing_pieces:diorite_pillar, Diorite Pillar
missing_pieces:stone_pillar, Stone Pillar
missing_pieces:purpur_pillar, PurPur Pillar
missing_pieces:cobblestone_pillar, Cobblestone Pillar
missing_pieces:obsidian_pillar, Obsidian Pillar
missing_pieces:quartz_pillar, Quartz Pillar
missing_pieces:sandstone_pillar, Sandstone Pillar
missing_pieces:red_sandstone_pillar, Red Sandstone Pillar
missing_pieces:nether_brick_pillar, Nether Brick Pillar
missing_pieces:end_stone_pillar, End Stone Pillar
missing_pieces:black_clay_pillar, Black Clay Pillar
missing_pieces:blue_clay_pillar, Blue Clay Pillar
missing_pieces:brown_clay_pillar, Brown Clay Pillar
missing_pieces:cyan_clay_pillar, Cyan Clay Pillar
missing_pieces:gray_clay_pillar, Gray Clay Pillar
missing_pieces:green_clay_pillar, Green Clay Pillar
missing_pieces:light_blue_clay_pillar, Light Blue Clay Pillar
missing_pieces:light_gray_clay_pillar, Light Gray Clay Pillar
missing_pieces:lime_clay_pillar, Lime Clay Pillar
missing_pieces:magenta_clay_pillar, Magenta Clay Pillar
missing_pieces:orange_clay_pillar, Orange Clay Pillar
missing_pieces:pink_clay_pillar, Pink Clay Pillar
missing_pieces:purple_clay_pillar, Purple Clay Pillar
missing_pieces:red_clay_pillar, Red Clay Pillar
missing_pieces:white_clay_pillar, White Clay Pillar
missing_pieces:yellow_clay_pillar, Yellow Clay Pillar
missing_pieces:acacia_table, Acacia Table
missing_pieces:birch_table, Birch Table
missing_pieces:dark_oak_table, Dark Oak Table
missing_pieces:jungle_table, Jungle Table
missing_pieces:oak_table, Oak Table
missing_pieces:spruce_table, Spruce Table
missing_pieces:acacia_wedge, Acacia Wedge
missing_pieces:birch_wedge, Birch Wedge
missing_pieces:dark_oak_wedge, Dark Oak Wedge
missing_pieces:jungle_wedge, Jungle Wedge
missing_pieces:oak_wedge, Oak Wedge
missing_pieces:spruce_wedge, Spruce Wedge
missing_pieces:p_granite_wedge, Polished Granite Wedge
missing_pieces:p_andesite_wedge, Polished Andesite Wedge
missing_pieces:p_diorite_wedge, Polished Diorite Wedge
missing_pieces:diorite_wedge, Diorite Wedge
missing_pieces:granite_wedge, Granite Wedge
missing_pieces:andesite_wedge, Andesite Wedge
missing_pieces:stone_wedge, Stone Wedge
missing_pieces:purpur_wedge, PurPur Wedge
missing_pieces:cobblestone_wedge, Cobblestone Wedge
missing_pieces:obsidian_wedge, Obsidian Wedge
missing_pieces:quartz_wedge, Quartz Wedge
missing_pieces:sandstone_wedge, Sandstone Wedge
missing_pieces:red_sandstone_wedge, Red Sandstone Wedge
missing_pieces:nether_brick_wedge, Nether Brick Wedge
missing_pieces:end_stone_wedge, End Stone Wedge
missing_pieces:black_clay_wedge, Black Clay Wedge
missing_pieces:blue_clay_wedge, Blue Clay Wedge
missing_pieces:brown_clay_wedge, Brown Clay Wedge
missing_pieces:cyan_clay_wedge, Cyan Clay Wedge
missing_pieces:gray_clay_wedge, Gray Clay Wedge
missing_pieces:green_clay_wedge, Green Clay Wedge
missing_pieces:light_blue_clay_wedge, Light Blue Clay Wedge
missing_pieces:light_gray_clay_wedge, Light Gray Clay Wedge
missing_pieces:lime_clay_wedge, Lime Clay Wedge
missing_pieces:magenta_clay_wedge, Magenta Clay Wedge
missing_pieces:orange_clay_wedge, Orange Clay Wedge
missing_pieces:pink_clay_wedge, Pink Clay Wedge
missing_pieces:purple_clay_wedge, Purple Clay Wedge
missing_pieces:red_clay_wedge, Red Clay Wedge
missing_pieces:white_clay_wedge, White Clay Wedge
missing_pieces:yellow_clay_wedge, Yellow Clay Wedge
missing_pieces:dirt_wedge, Dirt Wedge
missing_pieces:grass_wedge, Grass Wedge
missing_pieces:grass_path_wedge, Grass Path Wedge
missing_pieces:acacia_shelf, Acacia Shelf
missing_pieces:birch_shelf, Birch Shelf
missing_pieces:dark_oak_shelf, Dark Oak Shelf
missing_pieces:jungle_shelf, Jungle Shelf
missing_pieces:oak_shelf, Oak Shelf
missing_pieces:spruce_shelf, Spruce Shelf
testdummy:dummy, Test Dummy
natura:blaze_hopper:0, Blaze Hopper
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:soups:0, Mushroom Stew
natura:soups:1, Mushroom Stew
natura:soups:2, Mushroom Stew
natura:soups:3, Mushroom Stew
natura:soups:4, Glowshroom Stew
natura:soups:5, Glowshroom Stew
natura:soups:6, Glowshroom Stew
natura:soups:7, Glowshroom Stew
natura:soups:8, Glowshroom Stew
natura:soups:9, Berry Medley
natura:colored_grass:0, Topiary Grass
natura:colored_grass:1, Bluegrass
natura:colored_grass:2, Autumnal Grass
natura:colored_grass_slab:0, Topiary Grass Slab
natura:colored_grass_slab:1, Bluegrass Slab
natura:colored_grass_slab:2, Autumnal Grass Slab
natura:colored_grass_stairs_topiary:0, tile.natura.colored_grass_stairs_topiary.name
natura:colored_grass_stairs_bluegrass:0, tile.natura.colored_grass_stairs_bluegrass.name
natura:colored_grass_stairs_autumnal:0, tile.natura.colored_grass_stairs_autumnal.name
natura:overworld_logs:0, Maple Wood
natura:overworld_logs:1, Silverbell Wood
natura:overworld_logs:2, Amaranth Wood
natura:overworld_logs:3, Tiger Wood
natura:overworld_logs2:0, Willow Wood
natura:overworld_logs2:1, Eucalyptus Wood
natura:overworld_logs2:2, Hopseed Wood
natura:overworld_logs2:3, Sakura Wood
natura:redwood_logs:0, Redwood Bark
natura:redwood_logs:1, Redwood
natura:redwood_logs:2, Redwood Root
natura:overworld_leaves:0, Maple Leaves
natura:overworld_leaves:1, Silverbell Leaves
natura:overworld_leaves:2, Amaranth Leaves
natura:overworld_leaves:3, Tiger Leaves
natura:overworld_leaves2:0, Willow Leaves
natura:overworld_leaves2:1, Eucalyptus Leaves
natura:overworld_leaves2:2, Hopseed Leaves
natura:overworld_leaves2:3, Sakura Leaves
natura:redwood_leaves:0, Redwood Leaves
natura:overworld_sapling:0, Maple Sapling
natura:overworld_sapling:1, Silverbell Sapling
natura:overworld_sapling:2, Amaranth Sapling
natura:overworld_sapling:3, Tigerwood Sapling
natura:overworld_sapling2:0, Willow Sapling
natura:overworld_sapling2:1, Eucalyptus Sapling
natura:overworld_sapling2:2, Hopseed Sapling
natura:overworld_sapling2:3, Sakura Sapling
natura:redwood_sapling:0, Redwood Sapling
natura:overworld_planks:0, Maple Planks
natura:overworld_planks:1, Silverbell Planks
natura:overworld_planks:2, Amaranth Planks
natura:overworld_planks:3, Tigerwood Planks
natura:overworld_planks:4, Willow Planks
natura:overworld_planks:5, Eucalyptus Planks
natura:overworld_planks:6, Hopseed Planks
natura:overworld_planks:7, Sakura Planks
natura:overworld_planks:8, Redwood Planks
natura:overworld_slab:0, Maple Slab
natura:overworld_slab:1, Silverbell Slab
natura:overworld_slab:2, Amaranth Slab
natura:overworld_slab:3, Tigerwood Slab
natura:overworld_slab:4, Willow Slab
natura:overworld_slab2:0, Eucalyptus Slab
natura:overworld_slab2:1, Hopseed Slab
natura:overworld_slab2:2, Sakura Slab
natura:overworld_slab2:3, Redwood Slab
natura:overworld_stairs_maple:0, Maple Stairs
natura:overworld_stairs_silverbell:0, Silverbell Stairs
natura:overworld_stairs_amaranth:0, Amaranth Stairs
natura:overworld_stairs_tiger:0, Tiger Stairs
natura:overworld_stairs_willow:0, Willow Stairs
natura:overworld_stairs_eucalyptus:0, Eucalyptus Stairs
natura:overworld_stairs_hopseed:0, Hopseed Stairs
natura:overworld_stairs_sakura:0, Sakura Stairs
natura:overworld_stairs_redwood:0, Redwood Stairs
natura:overworld_berrybush_raspberry:0, Raspberry Bush
natura:overworld_berrybush_blueberry:0, Blueberry Bush
natura:overworld_berrybush_blackberry:0, Blackberry Bush
natura:overworld_berrybush_maloberry:0, Maloberry Bush
natura:nether_logs:0, Ghostwood
natura:nether_logs:1, Darkwood
natura:nether_logs:2, Fusewood
natura:nether_leaves:0, Ghostwood Leaves
natura:nether_leaves:1, Blood Leaves
natura:nether_leaves:2, Fusewood Leaves
natura:nether_leaves2:0, Darkwood Leaves
natura:nether_leaves2:1, Darkwood Leaves
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Bloodwood Sapling
natura:nether_sapling:2, Fusewood Sapling
natura:nether_sapling:3, Darkwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, DuskBerry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
notenoughwands:wandcore, Wand Core
notenoughwands:advanced_wandcore, Advanced Wand Core
notenoughwands:teleportation_wand, Teleportation Wand
notenoughwands:building_wand, Building Wand
notenoughwands:swapping_wand, Swapping Wand
notenoughwands:capturing_wand, Capturing Wand
notenoughwands:illumination_wand, Illumination Wand
notenoughwands:displacement_wand, Displacement Wand
notenoughwands:moving_wand, Moving Wand
notenoughwands:acceleration_wand, Acceleration Wand
notenoughwands:protection_wand, Protection Wand
notenoughwands:master_protection_wand, Master Protection Wand
notenoughwands:freezing_wand, Freezing Wand (WIP)
notenoughwands:potion_wand, Potion Wand
quantumstorage:quantumdsu, Quantum Storage Unit
quantumstorage:quantumtank, Quantum Tank
quantumstorage:renderupgrade, Upgrade Render
rangedpumps:pump, Pump
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:altar_idle, tile.altar_idle.name
xreliquary:altar, tile.altar.name
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Used as a fancy display of items
xreliquary:pedestal_passive:1, Used as a fancy display of items
xreliquary:pedestal_passive:2, Used as a fancy display of items
xreliquary:pedestal_passive:3, Used as a fancy display of items
xreliquary:pedestal_passive:4, Used as a fancy display of items
xreliquary:pedestal_passive:5, Used as a fancy display of items
xreliquary:pedestal_passive:6, Used as a fancy display of items
xreliquary:pedestal_passive:7, Used as a fancy display of items
xreliquary:pedestal_passive:8, Used as a fancy display of items
xreliquary:pedestal_passive:9, Used as a fancy display of items
xreliquary:pedestal_passive:10, Used as a fancy display of items
xreliquary:pedestal_passive:11, Used as a fancy display of items
xreliquary:pedestal_passive:12, Used as a fancy display of items
xreliquary:pedestal_passive:13, Used as a fancy display of items
xreliquary:pedestal_passive:14, Used as a fancy display of items
xreliquary:pedestal_passive:15, Used as a fancy display of items
xreliquary:alkahestry_tome, item.alkahestry_tome.name
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
xreliquary:mercy_cross, item.mercy_cross.name
xreliquary:angelheart_vial, item.angelheart_vial.name
xreliquary:angelic_feather, item.angelic_feather.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
